                 1            2            3            4            5            6 
1        0.1049096    0.0508719    0.0107159   -0.0069175    0.0000000    0.0022691 
2        0.0508719    0.0309060    0.0068984   -0.0024802    0.0000000    0.0014589 
3        0.0107159    0.0068984    0.0017271   -0.0004749    0.0000000    0.0005357 
4       -0.0069175   -0.0024802   -0.0004749    0.0005790   -0.0000000   -0.0001078 
5        0.0000000    0.0000000    0.0000000   -0.0000000    0.0001334    0.0000000 
6        0.0022691    0.0014589    0.0005357   -0.0001078    0.0000000    0.0003223 
7       -0.0138388   -0.0232065   -0.0060340   -0.0013943   -0.0028140   -0.0013934 
8       -0.0232065   -0.0153061   -0.0035506    0.0009654   -0.0017555   -0.0008258 
9       -0.0060340   -0.0035506   -0.0006355    0.0003041   -0.0003969    0.0000191 
10       0.0031342    0.0010376    0.0001917   -0.0002744   -0.0001232    0.0000439 
11      -0.0001996   -0.0017138   -0.0004618   -0.0002135   -0.0000800   -0.0000976 
12      -0.0013934   -0.0008258    0.0000191    0.0000626   -0.0000868    0.0002094 
13      -0.0138388   -0.0232065   -0.0060340   -0.0013943    0.0028140   -0.0013934 
14      -0.0232065   -0.0153061   -0.0035506    0.0009654    0.0017555   -0.0008258 
15      -0.0060340   -0.0035506   -0.0006355    0.0003041    0.0003969    0.0000191 
16       0.0031342    0.0010376    0.0001917   -0.0002744    0.0001232    0.0000439 
17       0.0001996    0.0017138    0.0004618    0.0002135   -0.0000800    0.0000976 
18      -0.0013934   -0.0008258    0.0000191    0.0000626    0.0000868    0.0002094 
19      -0.0251582   -0.0005682   -0.0013660    0.0036058   -0.0000000   -0.0020941 
20       0.0499661    0.0018442    0.0027676   -0.0065795    0.0000000    0.0044251 
21       0.1322657    0.0825109    0.0186565   -0.0061520   -0.0000000    0.0040794 
22       0.0000000    0.0000000    0.0000000   -0.0000000    0.0054289    0.0000000 
23      -0.0484577   -0.0044229    0.0064862    0.0056139    0.0000000    0.0076888 
24       0.0481121    0.0014946    0.0036082   -0.0064224    0.0000000    0.0054906 
25       0.0736864    0.0459675    0.0103937   -0.0034273   -0.0000000    0.0022727 
26       0.0000000    0.0000000    0.0000000   -0.0000000    0.0030245    0.0000000 
27      -0.0354547   -0.0033714    0.0052178    0.0040682    0.0000000    0.0062425 
28       0.0059328    0.0005498   -0.0008222   -0.0006848   -0.0000000   -0.0009780 
29      -0.0045790   -0.0028565   -0.0006459    0.0002130   -0.0000000   -0.0001412 
30      -0.0000000    0.0000000    0.0000000    0.0000000   -0.0001879   -0.0000000 
31      -0.0082126   -0.0008298    0.0013777    0.0009280    0.0000000    0.0016668 
32       0.0038887    0.0028591    0.0007802   -0.0001255    0.0000000    0.0002834 
33      -0.0000000   -0.0000000   -0.0000000    0.0000000   -0.0002231    0.0000000 
34      -0.0086399   -0.0053898   -0.0012187    0.0004019    0.0000000   -0.0002665 
35      -0.0055271   -0.0030147   -0.0005479    0.0003124    0.0000000   -0.0000070 
36      -0.0000000   -0.0000000   -0.0000000    0.0000000   -0.0003546   -0.0000000 
37       0.0005696    0.0001066   -0.0002699   -0.0000506   -0.0000000   -0.0003436 
                 7            8            9           10           11           12 
1       -0.0138388   -0.0232065   -0.0060340    0.0031342   -0.0001996   -0.0013934 
2       -0.0232065   -0.0153061   -0.0035506    0.0010376   -0.0017138   -0.0008258 
3       -0.0060340   -0.0035506   -0.0006355    0.0001917   -0.0004618    0.0000191 
4       -0.0013943    0.0009654    0.0003041   -0.0002744   -0.0002135    0.0000626 
5       -0.0028140   -0.0017555   -0.0003969   -0.0001232   -0.0000800   -0.0000868 
6       -0.0013934   -0.0008258    0.0000191    0.0000439   -0.0000976    0.0002094 
7        0.1049096    0.0508719    0.0107159    0.0034588    0.0059908    0.0022691 
8        0.0508719    0.0309060    0.0068984    0.0012401    0.0021479    0.0014589 
9        0.0107159    0.0068984    0.0017271    0.0002375    0.0004113    0.0005357 
10       0.0034588    0.0012401    0.0002375    0.0002448    0.0001930    0.0000539 
11       0.0059908    0.0021479    0.0004113    0.0001930    0.0004676    0.0000934 
12       0.0022691    0.0014589    0.0005357    0.0000539    0.0000934    0.0003223 
13      -0.0138388   -0.0232065   -0.0060340   -0.0017399    0.0026145   -0.0013934 
14      -0.0232065   -0.0153060   -0.0035506   -0.0020030    0.0000417   -0.0008258 
15      -0.0060340   -0.0035506   -0.0006355   -0.0004958   -0.0000649    0.0000191 
16      -0.0017399   -0.0020030   -0.0004958    0.0000172    0.0000451   -0.0001064 
17      -0.0026145   -0.0000417    0.0000649   -0.0000451   -0.0003716    0.0000108 
18      -0.0013934   -0.0008258    0.0000191   -0.0001064   -0.0000108    0.0002094 
19      -0.0251583   -0.0005682   -0.0013660   -0.0018029   -0.0031228   -0.0020941 
20       0.0499662    0.0018442    0.0027676    0.0032897    0.0056980    0.0044251 
21      -0.0661329   -0.0412554   -0.0093283    0.0025337   -0.0050147   -0.0020397 
22      -0.1145455   -0.0714565   -0.0161570   -0.0050147   -0.0032568   -0.0035329 
23      -0.0484578   -0.0044229    0.0064862   -0.0028069   -0.0048617    0.0076888 
24       0.0481122    0.0014945    0.0036082    0.0032112    0.0055620    0.0054906 
25      -0.0368432   -0.0229838   -0.0051969    0.0014115   -0.0027937   -0.0011363 
26      -0.0638143   -0.0398090   -0.0090012   -0.0027937   -0.0018144   -0.0019682 
27      -0.0354547   -0.0033714    0.0052179   -0.0020341   -0.0035232    0.0062426 
28       0.0059328    0.0005498   -0.0008222    0.0003424    0.0005931   -0.0009780 
29       0.0022895    0.0014282    0.0003229   -0.0000877    0.0001736    0.0000706 
30       0.0039655    0.0024738    0.0005593    0.0001736    0.0001127    0.0001223 
31      -0.0082126   -0.0008298    0.0013777   -0.0004640   -0.0008037    0.0016668 
32      -0.0031731   -0.0015463   -0.0002159    0.0000435   -0.0002594    0.0000656 
33       0.0047079    0.0029369    0.0006641    0.0002061    0.0001339    0.0001452 
34       0.0043199    0.0026949    0.0006093   -0.0001655    0.0003276    0.0001332 
35       0.0015348    0.0013907    0.0004482   -0.0001369    0.0000976    0.0002108 
36       0.0074823    0.0046677    0.0010554    0.0003276    0.0002127    0.0002308 
37       0.0005696    0.0001066   -0.0002699    0.0000253    0.0000438   -0.0003436 
                13           14           15           16           17           18 
1       -0.0138388   -0.0232065   -0.0060340    0.0031342    0.0001996   -0.0013934 
2       -0.0232065   -0.0153061   -0.0035506    0.0010376    0.0017138   -0.0008258 
3       -0.0060340   -0.0035506   -0.0006355    0.0001917    0.0004618    0.0000191 
4       -0.0013943    0.0009654    0.0003041   -0.0002744    0.0002135    0.0000626 
5        0.0028140    0.0017555    0.0003969    0.0001232   -0.0000800    0.0000868 
6       -0.0013934   -0.0008258    0.0000191    0.0000439    0.0000976    0.0002094 
7       -0.0138388   -0.0232065   -0.0060340   -0.0017399   -0.0026145   -0.0013934 
8       -0.0232065   -0.0153060   -0.0035506   -0.0020030   -0.0000417   -0.0008258 
9       -0.0060340   -0.0035506   -0.0006355   -0.0004958    0.0000649    0.0000191 
10      -0.0017399   -0.0020030   -0.0004958    0.0000172   -0.0000451   -0.0001064 
11       0.0026145    0.0000417   -0.0000649    0.0000451   -0.0003716   -0.0000108 
12      -0.0013934   -0.0008258    0.0000191   -0.0001064    0.0000108    0.0002094 
13       0.1049096    0.0508719    0.0107159    0.0034588   -0.0059908    0.0022691 
14       0.0508719    0.0309060    0.0068984    0.0012401   -0.0021479    0.0014589 
15       0.0107159    0.0068984    0.0017271    0.0002375   -0.0004113    0.0005357 
16       0.0034588    0.0012401    0.0002375    0.0002448   -0.0001930    0.0000539 
17      -0.0059908   -0.0021479   -0.0004113   -0.0001930    0.0004676   -0.0000934 
18       0.0022691    0.0014589    0.0005357    0.0000539   -0.0000934    0.0003223 
19      -0.0251583   -0.0005682   -0.0013660   -0.0018029    0.0031228   -0.0020941 
20       0.0499662    0.0018442    0.0027676    0.0032897   -0.0056980    0.0044251 
21      -0.0661329   -0.0412554   -0.0093283    0.0025337    0.0050147   -0.0020397 
22       0.1145455    0.0714565    0.0161570    0.0050147   -0.0032568    0.0035329 
23      -0.0484578   -0.0044229    0.0064862   -0.0028069    0.0048617    0.0076888 
24       0.0481122    0.0014945    0.0036082    0.0032112   -0.0055620    0.0054906 
25      -0.0368432   -0.0229838   -0.0051969    0.0014115    0.0027937   -0.0011363 
26       0.0638143    0.0398090    0.0090012    0.0027937   -0.0018144    0.0019682 
27      -0.0354547   -0.0033714    0.0052179   -0.0020341    0.0035232    0.0062426 
28       0.0059328    0.0005498   -0.0008222    0.0003424   -0.0005931   -0.0009780 
29       0.0022895    0.0014282    0.0003229   -0.0000877   -0.0001736    0.0000706 
30      -0.0039655   -0.0024738   -0.0005593   -0.0001736    0.0001127   -0.0001223 
31      -0.0082126   -0.0008298    0.0013777   -0.0004640    0.0008037    0.0016668 
32      -0.0031731   -0.0015463   -0.0002159    0.0000435    0.0002594    0.0000656 
33      -0.0047079   -0.0029369   -0.0006641   -0.0002061    0.0001339   -0.0001452 
34       0.0043199    0.0026949    0.0006093   -0.0001655   -0.0003276    0.0001332 
35       0.0015348    0.0013907    0.0004482   -0.0001369   -0.0000976    0.0002108 
36      -0.0074823   -0.0046677   -0.0010554   -0.0003276    0.0002127   -0.0002308 
37       0.0005696    0.0001066   -0.0002699    0.0000253   -0.0000438   -0.0003436 
                19           20           21           22           23           24 
1       -0.0251582    0.0499661    0.1322657    0.0000000   -0.0484577    0.0481121 
2       -0.0005682    0.0018442    0.0825109    0.0000000   -0.0044229    0.0014946 
3       -0.0013660    0.0027676    0.0186565    0.0000000    0.0064862    0.0036082 
4        0.0036058   -0.0065795   -0.0061520   -0.0000000    0.0056139   -0.0064224 
5       -0.0000000    0.0000000   -0.0000000    0.0054289    0.0000000    0.0000000 
6       -0.0020941    0.0044251    0.0040794    0.0000000    0.0076888    0.0054906 
7       -0.0251583    0.0499662   -0.0661329   -0.1145455   -0.0484578    0.0481122 
8       -0.0005682    0.0018442   -0.0412554   -0.0714565   -0.0044229    0.0014945 
9       -0.0013660    0.0027676   -0.0093283   -0.0161570    0.0064862    0.0036082 
10      -0.0018029    0.0032897    0.0025337   -0.0050147   -0.0028069    0.0032112 
11      -0.0031228    0.0056980   -0.0050147   -0.0032568   -0.0048617    0.0055620 
12      -0.0020941    0.0044251   -0.0020397   -0.0035329    0.0076888    0.0054906 
13      -0.0251583    0.0499662   -0.0661329    0.1145455   -0.0484578    0.0481122 
14      -0.0005682    0.0018442   -0.0412554    0.0714565   -0.0044229    0.0014945 
15      -0.0013660    0.0027676   -0.0093283    0.0161570    0.0064862    0.0036082 
16      -0.0018029    0.0032897    0.0025337    0.0050147   -0.0028069    0.0032112 
17       0.0031228   -0.0056980    0.0050147   -0.0032568    0.0048617   -0.0055620 
18      -0.0020941    0.0044251   -0.0020397    0.0035329    0.0076888    0.0054906 
19       1.0334942   -0.0658239    0.0000000    0.0000000   -0.0183698   -0.0995030 
20      -0.0658239    0.1898583   -0.0000000   -0.0000000    0.0485685    0.2059466 
21       0.0000000   -0.0000000    0.2209826    0.0000000    0.0000000    0.0000000 
22       0.0000000   -0.0000000    0.0000000    0.2209827    0.0000000   -0.0000000 
23      -0.0183698    0.0485685    0.0000000    0.0000000    0.3117698    0.0835443 
24      -0.0995030    0.2059466    0.0000000   -0.0000000    0.0835443    0.2273522 
25      -0.0000000   -0.0000000    0.1231114   -0.0000000   -0.0000000    0.0000000 
26      -0.0000000    0.0000000   -0.0000000    0.1231113   -0.0000000   -0.0000000 
27      -0.0168389    0.0475409   -0.0000000    0.0000000    0.2465917    0.0757141 
28       0.0029814   -0.0066458    0.0000000   -0.0000000   -0.0392687   -0.0110954 
29       0.0000000   -0.0000000   -0.0076503   -0.0000000   -0.0000000   -0.0000000 
30       0.0000000   -0.0000000    0.0000000   -0.0076503    0.0000000   -0.0000000 
31      -0.0061992    0.0152795   -0.0000000    0.0000000    0.0637321    0.0227581 
32      -0.0034945    0.0008957    0.0078657    0.0000000    0.0055099    0.0016033 
33       0.0000000    0.0000000   -0.0000000   -0.0090826    0.0000000    0.0000000 
34      -0.0000000    0.0000000   -0.0144350   -0.0000000   -0.0000000   -0.0000000 
35      -0.0034945    0.0008957   -0.0078657    0.0000000    0.0055099    0.0016033 
36       0.0000000   -0.0000000   -0.0000000   -0.0144350   -0.0000000    0.0000000 
37      -0.0008101   -0.0055645   -0.0000000    0.0000000   -0.0112561   -0.0069726 
                25           26           27           28           29           30 
1        0.0736864    0.0000000   -0.0354547    0.0059328   -0.0045790   -0.0000000 
2        0.0459675    0.0000000   -0.0033714    0.0005498   -0.0028565    0.0000000 
3        0.0103937    0.0000000    0.0052178   -0.0008222   -0.0006459    0.0000000 
4       -0.0034273   -0.0000000    0.0040682   -0.0006848    0.0002130    0.0000000 
5       -0.0000000    0.0030245    0.0000000   -0.0000000   -0.0000000   -0.0001879 
6        0.0022727    0.0000000    0.0062425   -0.0009780   -0.0001412   -0.0000000 
7       -0.0368432   -0.0638143   -0.0354547    0.0059328    0.0022895    0.0039655 
8       -0.0229838   -0.0398090   -0.0033714    0.0005498    0.0014282    0.0024738 
9       -0.0051969   -0.0090012    0.0052179   -0.0008222    0.0003229    0.0005593 
10       0.0014115   -0.0027937   -0.0020341    0.0003424   -0.0000877    0.0001736 
11      -0.0027937   -0.0018144   -0.0035232    0.0005931    0.0001736    0.0001127 
12      -0.0011363   -0.0019682    0.0062426   -0.0009780    0.0000706    0.0001223 
13      -0.0368432    0.0638143   -0.0354547    0.0059328    0.0022895   -0.0039655 
14      -0.0229838    0.0398090   -0.0033714    0.0005498    0.0014282   -0.0024738 
15      -0.0051969    0.0090012    0.0052179   -0.0008222    0.0003229   -0.0005593 
16       0.0014115    0.0027937   -0.0020341    0.0003424   -0.0000877   -0.0001736 
17       0.0027937   -0.0018144    0.0035232   -0.0005931   -0.0001736    0.0001127 
18      -0.0011363    0.0019682    0.0062426   -0.0009780    0.0000706   -0.0001223 
19      -0.0000000   -0.0000000   -0.0168389    0.0029814    0.0000000    0.0000000 
20      -0.0000000    0.0000000    0.0475409   -0.0066458   -0.0000000   -0.0000000 
21       0.1231114   -0.0000000   -0.0000000    0.0000000   -0.0076503    0.0000000 
22      -0.0000000    0.1231113    0.0000000   -0.0000000   -0.0000000   -0.0076503 
23      -0.0000000   -0.0000000    0.2465917   -0.0392687   -0.0000000    0.0000000 
24       0.0000000   -0.0000000    0.0757141   -0.0110954   -0.0000000   -0.0000000 
25       0.0685864   -0.0000000   -0.0000000    0.0000000   -0.0042621    0.0000000 
26      -0.0000000    0.0685864   -0.0000000   -0.0000000   -0.0000000   -0.0042621 
27      -0.0000000   -0.0000000    0.1954973   -0.0310853   -0.0000000    0.0000000 
28       0.0000000   -0.0000000   -0.0310853    0.0049478    0.0000000    0.0000000 
29      -0.0042621   -0.0000000   -0.0000000    0.0000000    0.0002649   -0.0000000 
30       0.0000000   -0.0042621    0.0000000    0.0000000   -0.0000000    0.0002649 
31      -0.0000000    0.0000000    0.0506758   -0.0080431   -0.0000000    0.0000000 
32       0.0043821    0.0000000    0.0043572   -0.0006956   -0.0002723    0.0000000 
33      -0.0000000   -0.0050600    0.0000000    0.0000000    0.0000000    0.0003144 
34      -0.0080419    0.0000000   -0.0000000   -0.0000000    0.0004997   -0.0000000 
35      -0.0043821    0.0000000    0.0043572   -0.0006956    0.0002723   -0.0000000 
36       0.0000000   -0.0080419   -0.0000000    0.0000000    0.0000000    0.0004997 
37      -0.0000000    0.0000000   -0.0090960    0.0014275    0.0000000    0.0000000 
                31           32           33           34           35           36 
1       -0.0082126    0.0038887   -0.0000000   -0.0086399   -0.0055271   -0.0000000 
2       -0.0008298    0.0028591   -0.0000000   -0.0053898   -0.0030147   -0.0000000 
3        0.0013777    0.0007802   -0.0000000   -0.0012187   -0.0005479   -0.0000000 
4        0.0009280   -0.0001255    0.0000000    0.0004019    0.0003124    0.0000000 
5        0.0000000    0.0000000   -0.0002231    0.0000000    0.0000000   -0.0003546 
6        0.0016668    0.0002834    0.0000000   -0.0002665   -0.0000070   -0.0000000 
7       -0.0082126   -0.0031731    0.0047079    0.0043199    0.0015348    0.0074823 
8       -0.0008298   -0.0015463    0.0029369    0.0026949    0.0013907    0.0046677 
9        0.0013777   -0.0002159    0.0006641    0.0006093    0.0004482    0.0010554 
10      -0.0004640    0.0000435    0.0002061   -0.0001655   -0.0001369    0.0003276 
11      -0.0008037   -0.0002594    0.0001339    0.0003276    0.0000976    0.0002127 
12       0.0016668    0.0000656    0.0001452    0.0001332    0.0002108    0.0002308 
13      -0.0082126   -0.0031731   -0.0047079    0.0043199    0.0015348   -0.0074823 
14      -0.0008298   -0.0015463   -0.0029369    0.0026949    0.0013907   -0.0046677 
15       0.0013777   -0.0002159   -0.0006641    0.0006093    0.0004482   -0.0010554 
16      -0.0004640    0.0000435   -0.0002061   -0.0001655   -0.0001369   -0.0003276 
17       0.0008037    0.0002594    0.0001339   -0.0003276   -0.0000976    0.0002127 
18       0.0016668    0.0000656   -0.0001452    0.0001332    0.0002108   -0.0002308 
19      -0.0061992   -0.0034945    0.0000000   -0.0000000   -0.0034945    0.0000000 
20       0.0152795    0.0008957    0.0000000    0.0000000    0.0008957   -0.0000000 
21      -0.0000000    0.0078657   -0.0000000   -0.0144350   -0.0078657   -0.0000000 
22       0.0000000    0.0000000   -0.0090826   -0.0000000    0.0000000   -0.0144350 
23       0.0637321    0.0055099    0.0000000   -0.0000000    0.0055099   -0.0000000 
24       0.0227581    0.0016033    0.0000000   -0.0000000    0.0016033    0.0000000 
25      -0.0000000    0.0043821   -0.0000000   -0.0080419   -0.0043821    0.0000000 
26       0.0000000    0.0000000   -0.0050600    0.0000000    0.0000000   -0.0080419 
27       0.0506758    0.0043572    0.0000000   -0.0000000    0.0043572   -0.0000000 
28      -0.0080431   -0.0006956    0.0000000   -0.0000000   -0.0006956    0.0000000 
29      -0.0000000   -0.0002723    0.0000000    0.0004997    0.0002723    0.0000000 
30       0.0000000    0.0000000    0.0003144   -0.0000000   -0.0000000    0.0004997 
31       0.0131856    0.0011293   -0.0000000    0.0000000    0.0011293   -0.0000000 
32       0.0011293    0.0003872   -0.0000000   -0.0005138   -0.0001727   -0.0000000 
33      -0.0000000   -0.0000000    0.0003733    0.0000000   -0.0000000    0.0005933 
34       0.0000000   -0.0005138    0.0000000    0.0009429    0.0005138    0.0000000 
35       0.0011293   -0.0001727   -0.0000000    0.0005138    0.0003872   -0.0000000 
36      -0.0000000   -0.0000000    0.0005933    0.0000000   -0.0000000    0.0009429 
37      -0.0024112   -0.0001910   -0.0000000    0.0000000   -0.0001910   -0.0000000 
                37 
1        0.0005696 
2        0.0001066 
3       -0.0002699 
4       -0.0000506 
5       -0.0000000 
6       -0.0003436 
7        0.0005696 
8        0.0001066 
9       -0.0002699 
10       0.0000253 
11       0.0000438 
12      -0.0003436 
13       0.0005696 
14       0.0001066 
15      -0.0002699 
16       0.0000253 
17      -0.0000438 
18      -0.0003436 
19      -0.0008101 
20      -0.0055645 
21      -0.0000000 
22       0.0000000 
23      -0.0112561 
24      -0.0069726 
25      -0.0000000 
26       0.0000000 
27      -0.0090960 
28       0.0014275 
29       0.0000000 
30       0.0000000 
31      -0.0024112 
32      -0.0001910 
33      -0.0000000 
34       0.0000000 
35      -0.0001910 
36      -0.0000000 
37       0.0004938 
