                 1            2            3            4            5            6 
1       -0.5225035   -0.5122416   -0.3322664    0.1000375   -0.0919489   -0.0529561 
2       -0.5122416   -0.6043893   -0.4541734    0.1185237   -0.1089619   -0.0630951 
3       -0.3322664   -0.4541734   -0.4327514    0.0828928   -0.0762707   -0.0451770 
4        0.1000375    0.1185237    0.0828928   -0.1477686    0.0255627    0.0146614 
5       -0.0919489   -0.1089619   -0.0762707    0.0255627   -0.1434922   -0.0133767 
6       -0.0529561   -0.0630951   -0.0451770    0.0146614   -0.0133767   -0.1280392 
7        0.1019883    0.1826556    0.1832739   -0.1320944    0.0288763    0.0165655 
8       -0.0937975   -0.1679920   -0.1684086    0.0288862   -0.1272810   -0.0151291 
9       -0.0547916   -0.0978972   -0.0975039    0.0166112   -0.0151861   -0.1102108 
10       0.0558692    0.0875068    0.0705987   -0.0414402    0.0430222    0.0082260 
11      -0.0288342   -0.0461418   -0.0387629    0.0081520   -0.0220477   -0.0314131 
12       0.0223191    0.0348161    0.0275984   -0.0234554    0.0212846   -0.0165126 
13       0.0319764    0.0506403    0.0420354   -0.0237808    0.0082055    0.0337395 
14      -0.0046994   -0.0072917   -0.0057870    0.0312586    0.0266967   -0.0008522 
15      -0.0040108   -0.0578287   -0.1334940    0.0016574   -0.0038754   -0.0237050 
16      -0.0580121   -0.1566952   -0.2444395    0.0212765   -0.0234048   -0.0470395 
17      -0.1336225   -0.2441673   -0.3227292    0.0417243   -0.0410163   -0.0460078 
18      -0.0138285   -0.0176679   -0.0059684    0.0015835   -0.0048475   -0.0047837 
19       0.0137890    0.0211067    0.0135024   -0.0049443    0.0015135    0.0062438 
20       0.0146225    0.0497249    0.0727807   -0.0051788    0.0064436    0.0145912 
21      -0.0600092   -0.0632161   -0.0182059    0.0041393   -0.0210254   -0.0202855 
22       0.0658683    0.0804730    0.0438918   -0.0239922    0.0057921    0.0251381 
23       0.1176598    0.2230741    0.2464340   -0.0447058    0.0459031    0.0476508 
24       0.0059706    0.0059921    0.0017950   -0.0001733    0.0012678    0.0039804 
25      -0.0342525   -0.0443628   -0.0232796    0.0138985   -0.0044907   -0.0152098 
26      -0.0278880   -0.0688135   -0.0757805    0.0122072   -0.0142531   -0.0168465 
27       0.0322419    0.0345133    0.0091473   -0.0037733    0.0127149    0.0118306 
28       0.0033499    0.0041135    0.0017806   -0.0021853   -0.0003947    0.0012554 
29       0.0064031   -0.0041682   -0.0610524   -0.0000967    0.0010989    0.0005706 
30      -0.0041455   -0.0288119   -0.1108888    0.0076898    0.0000451    0.0015081 
31      -0.0605295   -0.1102996   -0.1877980    0.0290212   -0.0118848   -0.0028975 
32      -0.0008495   -0.0063247   -0.0132885    0.0022645    0.0003674    0.0005453 
33       0.0004070   -0.0023773   -0.0136665    0.0005770    0.0003395    0.0003018 
34       0.0007925   -0.0041892   -0.0252049    0.0006861    0.0003228    0.0004671 
35      -0.0232771   -0.0478419   -0.0566361    0.0176223   -0.0018677    0.0023102 
36      -0.0043440   -0.0168551   -0.0458443    0.0054807   -0.0008854    0.0015210 
37      -0.0091502   -0.0296403   -0.0821411    0.0091210   -0.0001517    0.0006877 
38      -0.0005095   -0.0055756   -0.0102112    0.0023376    0.0001337    0.0007967 
39       0.0000114   -0.0045034   -0.0196757    0.0012822    0.0002957    0.0004346 
40       0.0022566    0.0005217   -0.0142442   -0.0005512    0.0004127   -0.0000269 
41      -0.0021175   -0.0103480   -0.0165023    0.0041578    0.0006074    0.0007112 
42      -0.0039145   -0.0060158   -0.0007349    0.0018964   -0.0003958    0.0000528 
43       0.0006740   -0.0019504   -0.0379964   -0.0010020   -0.0001578    0.0002903 
44      -0.0020331   -0.0159882   -0.0812100    0.0028306    0.0004781   -0.0008963 
45      -0.0382391   -0.0814365   -0.1606999    0.0201974   -0.0062219   -0.0093934 
46       0.0008790   -0.0027882   -0.0148348    0.0011833    0.0007096    0.0001459 
47       0.0003387   -0.0006956   -0.0110994    0.0000080    0.0002747   -0.0000237 
48      -0.0002962    0.0009835    0.0136329    0.0002881    0.0000327   -0.0001037 
49      -0.0060836   -0.0291970   -0.0649370    0.0104326    0.0020166   -0.0023636 
50       0.0005926   -0.0099804   -0.0467522    0.0028483    0.0012360   -0.0006717 
51       0.0018095    0.0111806    0.0512698   -0.0024865   -0.0000832   -0.0005819 
52       0.0017408   -0.0033693   -0.0159579    0.0016622    0.0010329    0.0001851 
53       0.0005564    0.0017907    0.0135598   -0.0000262    0.0000326   -0.0000190 
54       0.0008989    0.0024005   -0.0016141   -0.0013940   -0.0004377    0.0001822 
55      -0.0001452    0.0043809    0.0157801   -0.0016969   -0.0005293   -0.0004947 
56      -0.0011028   -0.0044099   -0.0035346    0.0016761    0.0002354   -0.0002481 
57      -0.0000007    0.0001489   -0.0034659    0.0000722    0.0000002   -0.0001026 
58       0.0000253   -0.0001228   -0.0104583   -0.0000267   -0.0000023   -0.0001172 
59      -0.0023942   -0.0118705   -0.0489360    0.0025346   -0.0014355    0.0003834 
60      -0.0004962   -0.0002941   -0.0016046   -0.0001616   -0.0001088   -0.0001010 
61       0.0004063    0.0002432    0.0011319    0.0000471    0.0000648    0.0000956 
62      -0.0000993   -0.0000656   -0.0016572    0.0000327   -0.0000150   -0.0000393 
63      -0.0009484   -0.0013051   -0.0102547   -0.0004389   -0.0002259   -0.0000771 
64       0.0009562    0.0009399    0.0075915    0.0002781    0.0001948    0.0002010 
65      -0.0006245   -0.0006503   -0.0082910   -0.0000191   -0.0001143   -0.0000514 
66       0.0002487    0.0001486    0.0016867    0.0001417    0.0000638    0.0000437 
67       0.0006432    0.0003787    0.0016132    0.0000407    0.0001006    0.0001079 
68       0.0001282    0.0000880   -0.0005548    0.0000714    0.0000146    0.0000152 
69      -0.0008126   -0.0004862   -0.0022204   -0.0002334   -0.0001775   -0.0001255 
70       0.0003013    0.0001415   -0.0000305    0.0000858    0.0000715    0.0001106 
71       0.0009308    0.0004389   -0.0001165    0.0006791    0.0002924    0.0002599 
72       0.0004388    0.0002686   -0.0041294    0.0004924    0.0001269    0.0001562 
73      -0.0001145   -0.0041290   -0.0285452    0.0008060   -0.0001885   -0.0000150 
74      -0.0004633   -0.0003755   -0.0008062    0.0000627   -0.0001011   -0.0000668 
75       0.0006209    0.0003685    0.0001889    0.0001636    0.0001391    0.0001260 
76      -0.0001230   -0.0000817    0.0000149   -0.0000693   -0.0000503    0.0000073 
77      -0.0023208   -0.0013469   -0.0088008   -0.0006045   -0.0006026   -0.0004535 
78       0.0015687    0.0008295    0.0012632    0.0005781    0.0003998    0.0003294 
79      -0.0002479   -0.0002251    0.0008572   -0.0000795   -0.0001124    0.0000878 
80       0.0007903    0.0003656    0.0002564    0.0002595    0.0001736    0.0001693 
81      -0.0002181   -0.0001422   -0.0001037   -0.0000782   -0.0000575   -0.0000408 
82       0.0003127    0.0001730    0.0008643    0.0000779    0.0000887    0.0000544 
83      -0.0000354   -0.0000379    0.0002785   -0.0000541   -0.0000375    0.0000343 
84      -0.0008864   -0.0005373   -0.0014188   -0.0000938   -0.0001718   -0.0001560 
85       0.0000464    0.0001912    0.0007354   -0.0000538    0.0000689   -0.0001494 
86       0.0001912    0.0002800   -0.0004010   -0.0000408    0.0000480   -0.0001198 
87       0.0007353   -0.0004010   -0.0093548    0.0000571   -0.0000561    0.0000385 
88       0.0000247    0.0000177   -0.0000478   -0.0000076    0.0000038   -0.0000314 
89      -0.0000142   -0.0000046    0.0000385   -0.0000049   -0.0000026    0.0000119 
90      -0.0001708   -0.0001342    0.0000642    0.0000369   -0.0000209    0.0000229 
91      -0.0000555   -0.0001154   -0.0020538   -0.0000295   -0.0000785   -0.0000220 
92       0.0001333    0.0001908    0.0019191   -0.0000955   -0.0000121   -0.0000303 
93      -0.0006017   -0.0004508    0.0003628    0.0001066   -0.0000634    0.0000744 
94       0.0001683    0.0001351    0.0003889   -0.0000061    0.0000012    0.0000435 
95       0.0001546    0.0001095   -0.0001497   -0.0000277    0.0000386   -0.0000353 
96      -0.0000345   -0.0000107    0.0001985    0.0000012    0.0000020    0.0000044 
97      -0.0000941   -0.0000642    0.0001236    0.0000512   -0.0000014    0.0000453 
98      -0.0000220   -0.0000122   -0.0000383    0.0000186    0.0000353   -0.0000266 
99      -0.0005223   -0.0004086   -0.0025859    0.0001247   -0.0001414    0.0002107 
100      0.0002193    0.0000059   -0.0065389   -0.0000734    0.0000525    0.0001307 
101      0.0011247   -0.0082986   -0.0383164    0.0008480   -0.0006016   -0.0015622 
102      0.0002274    0.0002148   -0.0007131   -0.0000348    0.0000930   -0.0000225 
103     -0.0002371   -0.0002153    0.0002524    0.0000932   -0.0000116    0.0000214 
104      0.0002823    0.0002353    0.0013878   -0.0000344    0.0000468   -0.0000449 
105      0.0018448    0.0011423   -0.0047393   -0.0003592    0.0005249   -0.0002236 
106     -0.0013587   -0.0008436    0.0027091    0.0004082   -0.0001920    0.0001503 
107      0.0000401    0.0001966    0.0064009    0.0001123   -0.0000941   -0.0000106 
108     -0.0004138   -0.0003501    0.0000280    0.0001060   -0.0000773    0.0000495 
109      0.0001834    0.0001650   -0.0003330   -0.0001106   -0.0000146   -0.0000076 
110     -0.0004438   -0.0003639   -0.0012204    0.0000381   -0.0000979    0.0000439 
111     -0.0000989   -0.0001085    0.0010429    0.0000039   -0.0001146    0.0000071 
112      0.0001680    0.0001244   -0.0002106   -0.0000242    0.0000459   -0.0000123 
113      0.0011893    0.0007242   -0.0000752   -0.0002333   -0.0006550    0.0001871 
114      0.0007370    0.0005722   -0.0041670   -0.0001235   -0.0004589    0.0000359 
115      0.0001815   -0.0040815   -0.0295041    0.0002513   -0.0007966   -0.0000465 
116     -0.0004614   -0.0003066   -0.0003208    0.0001061    0.0000580   -0.0000778 
117      0.0005056    0.0003848    0.0008039   -0.0001030    0.0000174    0.0001172 
118      0.0003576    0.0001627   -0.0000635   -0.0000514   -0.0001952    0.0001105 
119     -0.0015485   -0.0008506   -0.0034677    0.0003672    0.0005052   -0.0003192 
120      0.0024024    0.0014770    0.0083171   -0.0004688   -0.0006350    0.0005492 
121      0.0002804    0.0000375   -0.0013528   -0.0000047   -0.0003803    0.0002645 
122      0.0007796    0.0003937    0.0009222   -0.0001587   -0.0001858    0.0001517 
