                 1            2            3            4            5            6 
1       -0.2489426   -0.1629058   -0.0659394    0.1153383   -0.0000030   -0.0000164 
2       -0.1629058   -0.2070535   -0.1146757    0.0964291    0.0000055   -0.0000222 
3       -0.0659394   -0.1146757   -0.0898538    0.0398873    0.0000039   -0.0000106 
4        0.1153383    0.0964291    0.0398873   -0.3093492   -0.0000018   -0.0000077 
5       -0.0000030    0.0000055    0.0000039   -0.0000018   -0.2279931   -0.0000043 
6       -0.0000164   -0.0000222   -0.0000106   -0.0000077   -0.0000043   -0.2280060 
7       -0.0104602   -0.0547318   -0.0498700    0.0115932   -0.0003741    0.0056905 
8       -0.0547314   -0.1246392   -0.0975631    0.0547968   -0.0010846    0.0164896 
9       -0.0499025   -0.0976198   -0.0828732    0.0359829   -0.0002637    0.0040324 
10      -0.0092420   -0.0338545   -0.0158307    0.0096963   -0.0003996    0.0060783 
11       0.0005919    0.0030240    0.0021330   -0.0006330   -0.0011118   -0.0003442 
12      -0.0090100   -0.0460711   -0.0325368    0.0096328   -0.0003444    0.0041069 
13      -0.0104602   -0.0547334   -0.0498717    0.0115932   -0.0047420   -0.0031690 
14      -0.0547380   -0.1246968   -0.0976167    0.0547984   -0.0137452   -0.0091892 
15      -0.0499051   -0.0976392   -0.0829148    0.0359833   -0.0033633   -0.0022565 
16      -0.0092405   -0.0338465   -0.0158306    0.0096962   -0.0050643   -0.0033846 
17       0.0075068    0.0383827    0.0271136   -0.0080259    0.0025039    0.0024320 
18       0.0050189    0.0256657    0.0181161   -0.0053647    0.0024322    0.0004915 
19      -0.0104612   -0.0547568   -0.0498870    0.0115927    0.0051162   -0.0025219 
20      -0.0547454   -0.1247785   -0.0976399    0.0547981    0.0148349   -0.0073194 
21      -0.0499066   -0.0976569   -0.0828939    0.0359833    0.0036353   -0.0017987 
22      -0.0092408   -0.0338607   -0.0158431    0.0096955    0.0054636   -0.0026925 
23      -0.0080978   -0.0414028   -0.0292449    0.0086583    0.0031001   -0.0020873 
24       0.0039932    0.0204131    0.0144194   -0.0042684   -0.0020879   -0.0001049 
25      -0.0436682   -0.1204397   -0.0661636    0.0607366   -0.0000000    0.0000000 
26      -0.1344763   -0.2488498   -0.1499429    0.1791108   -0.0000008   -0.0000032 
27      -0.1593288   -0.1079086   -0.0161354    0.2196364   -0.0000011   -0.0000061 
28       0.0000002    0.0000070    0.0000096    0.0000006   -0.0654602    0.0000013 
29      -0.0000023   -0.0000141   -0.0000173    0.0000002    0.0000013   -0.0654567 
30      -0.1273872   -0.2291523   -0.1521820    0.1219062    0.0000026   -0.0000129 
31      -0.1280745   -0.1045869   -0.0214126    0.0792368    0.0000046   -0.0000194 
32       0.0000073    0.0000895    0.0000552    0.0000003   -0.0550071    0.0000088 
33      -0.0000164   -0.0001616   -0.0001243    0.0000020    0.0000088   -0.0549975 
34      -0.0693915   -0.1298770   -0.1031932    0.0494204    0.0000037   -0.0000104 
35      -0.0411441   -0.0432707   -0.0159475    0.0125667    0.0000031   -0.0000078 
36       0.0000038    0.0000443   -0.0000194    0.0000000   -0.0172425    0.0000041 
37      -0.0000087   -0.0000745   -0.0000742    0.0000011    0.0000041   -0.0172396 
38      -0.1838909   -0.1907800   -0.1071357    0.2353866   -0.0000016   -0.0000052 
