                 1            2            3            4            5            6 
1        5.2938811    3.7128707    1.9554183    0.9599076   -1.0567996    0.0000000 
2        3.7128707    5.0136276    3.7404214    2.1293991   -1.1080926    0.0000000 
3        1.9554183    3.7404214    4.0052247    2.9021912   -0.6352793    0.0000000 
4        0.9599076    2.1293991    2.9021912    2.7555644   -0.3197779    0.0000000 
5       -1.0567996   -1.1080926   -0.6352793   -0.3197779    5.6407716    0.0000000 
6        0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    5.0532334 
7        0.4045824    0.4241174    0.2431241    0.1223756   -0.2256024   -0.0000000 
8       -0.6732256   -1.6670545   -1.4733192   -0.8796499    3.2905868    0.0000000 
9        0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    2.8032240 
10       0.2576402    0.6372259    0.5626927    0.3358363   -0.1870436   -0.0000000 
11       0.0273957    0.4263774    0.8840964    0.7163354   -0.0470170   -0.0230078 
12       0.4263772    1.4683465    2.1181074    1.6840446   -0.5365767   -0.2165524 
13       0.8840959    2.1181069    2.8286998    2.4317694   -0.6188659   -0.1729268 
14       0.7163350    1.6840441    2.4317692    2.4545358   -0.3383134   -0.0517343 
15       0.0434339    0.4558285    0.4591922    0.2139600   -0.0742704   -0.0412881 
16       0.0292139    0.3564130    0.4494905    0.2671210   -0.0535449   -0.0195185 
17       0.0027524    0.0619063    0.1222825    0.0951964   -0.0044030   -0.0017909 
18       0.8093640    1.8872325    1.5510140    0.7197546   -0.9179595   -0.4828275 
19       0.5221211    1.4549941    1.4552672    0.8449166   -0.7312193   -0.0897959 
20       0.0364126    0.2422321    0.3704999    0.2839833   -0.0531385   -0.0140185 
21       0.0273957    0.4263774    0.8840964    0.7163354   -0.0470170    0.0230078 
22       0.4263772    1.4683465    2.1181074    1.6840446   -0.5365767    0.2165524 
23       0.8840959    2.1181069    2.8286998    2.4317694   -0.6188659    0.1729268 
24       0.7163350    1.6840441    2.4317692    2.4545358   -0.3383134    0.0517343 
25       0.0434339    0.4558285    0.4591922    0.2139600   -0.0742704    0.0412881 
26      -0.0292139   -0.3564130   -0.4494905   -0.2671210    0.0535449   -0.0195185 
27       0.0027524    0.0619063    0.1222825    0.0951964   -0.0044030    0.0017909 
28       0.8093640    1.8872325    1.5510140    0.7197546   -0.9179595    0.4828275 
29      -0.5221211   -1.4549941   -1.4552672   -0.8449166    0.7312193   -0.0897959 
30       0.0364126    0.2422321    0.3704999    0.2839833   -0.0531385    0.0140185 
31       0.2067443    1.2088520    1.1305532    0.6610172   -0.4069961   -0.0000000 
32       0.2172583    1.4098042    1.3173624    0.7677007   -0.4319749   -0.0000000 
33       1.4153519    3.6370622    3.4933517    2.1596732   -2.0365545   -0.0000000 
34       1.7906373    3.8172988    4.0959436    2.8501886   -1.4076989   -0.0000000 
35       1.2030981    2.6897457    3.4721645    2.9877105   -0.5951541    0.0000000 
36       0.8740006    1.2994225    0.4145511    0.0881902   -1.6853455   -0.0000000 
37      -0.0000000   -0.0000000   -0.0000000   -0.0000000    0.0000000    0.3410880 
38      -0.3437203   -0.5214903   -0.1762016   -0.0431235    0.7958187    0.0000000 
39       2.3205329    2.6389670    0.9865437    0.2313866   -2.5147184   -0.0000000 
40      -0.0000000   -0.0000000   -0.0000000   -0.0000000    0.0000000    1.0145613 
41      -0.9102948   -1.0498661   -0.4073484   -0.1046937    1.3841983    0.0000000 
42       2.1658159    2.8470979    1.5538321    0.4760211   -0.7060796    0.0000000 
43       0.0000000    0.0000000    0.0000000   -0.0000000    0.0000000    0.9498764 
44      -0.8485531   -1.1246127   -0.6246794   -0.1992899    0.6493726   -0.0000000 
45       0.9125901    1.5413927    1.3428175    0.6550079   -0.0185745    0.0000000 
46       0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.3940047 
47      -0.3574138   -0.6071099   -0.5335420   -0.2644651    0.1618865   -0.0000000 
48       0.0727848    0.1664994    0.0495238    0.0100911   -0.1560351   -0.0000000 
49      -0.0000000   -0.0000000   -0.0000000   -0.0000000    0.0000000    0.0201120 
50      -0.0286872   -0.0671081   -0.0212927   -0.0050735    0.0692867    0.0000000 
51      -0.0000000   -0.0000000   -0.0000000   -0.0000000    0.0000000    0.8975522 
52       0.0000000   -0.0000000   -0.0000000   -0.0000000   -0.0000000   -0.3522831 
53      -0.3866385   -0.1937165   -0.0232668   -0.0029810    0.4611743    0.0000000 
54      -0.7602914   -0.3891615   -0.0463101   -0.0040823    1.5709262    0.0000000 
55       0.9679350    0.4874693    0.0554648    0.0043830   -1.5527658   -0.0000000 
56      -0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    1.8932170 
57      -0.0000000   -0.0000000    0.0000000    0.0000000    0.0000000   -0.7415699 
58      -0.8161727   -0.4832938   -0.0867579   -0.0098782   -0.0758148   -0.0000000 
59      -1.5980917   -0.9575256   -0.1734572   -0.0180563    1.2514578   -0.0000000 
60       2.0394732    1.2122656    0.2154949    0.0214112   -0.6492772   -0.0000000 
61      -0.0000000   -0.0000000    0.0000000    0.0000000    0.0000000    0.0372155 
