                 1            2            3            4            5            6 
1        4.8655568    3.1327963    1.2718430   -1.1498101    0.0000003    0.0000001 
2        3.1327963    4.2432085    2.5737185   -0.9533503    0.0000002    0.0000001 
3        1.2718430    2.5737185    2.6999910   -0.3936852    0.0000001    0.0000000 
4       -1.1498101   -0.9533503   -0.3936852    5.2863122   -0.0000002   -0.0000001 
5        0.0000003    0.0000002    0.0000001   -0.0000002    4.6395669   -0.0000000 
6        0.0000001    0.0000001    0.0000000   -0.0000001   -0.0000000    4.6395669 
7        0.1490833    0.8990321    0.9197624   -0.1550511    0.0057219   -0.0870734 
8        0.8990337    2.1490285    2.0247570   -0.7229685    0.0197649   -0.3007712 
9        0.9197643    2.0247585    2.3544158   -0.4098432    0.0053146   -0.0808741 
10       0.1339531    0.5251649    0.2130243   -0.1318818    0.0059790   -0.0909850 
11      -0.0076783   -0.0381073   -0.0235658    0.0080614    0.0165002    0.0047762 
12       0.1168457    0.5799007    0.3586151   -0.1226747    0.0047762   -0.0558672 
13       0.1490839    0.8990379    0.9197685   -0.1550525    0.0725460    0.0484914 
14       0.8990345    2.1490338    2.0247628   -0.7229723    0.2505900    0.1675002 
15       0.9197644    2.0247596    2.3544175   -0.4098442    0.0673810    0.0450390 
16       0.1339551    0.5251751    0.2130305   -0.1318845    0.0758057    0.0506703 
17      -0.0973517   -0.4831548   -0.2987877    0.1022086   -0.0336379   -0.0337233 
18      -0.0650721   -0.3229520   -0.1997167    0.0683186   -0.0337233   -0.0057273 
19       0.1490793    0.8990219    0.9197587   -0.1550469   -0.0782660    0.0385799 
20       0.8990245    2.1490158    2.0247519   -0.7229637   -0.2703544    0.1332666 
21       0.9197618    2.0247544    2.3544128   -0.4098430   -0.0726960    0.0358343 
22       0.1339497    0.5251639    0.2130268   -0.1318779   -0.0817816    0.0403128 
23       0.1050269    0.5212553    0.3223507   -0.1102657   -0.0419096    0.0289464 
24      -0.0517712   -0.2569437   -0.1588971    0.0543535    0.0289464    0.0025447 
25       0.4675100    1.2698973    0.6990137   -0.6611166    0.0000000   -0.0000000 
26       1.9646510    3.5078596    2.1546710   -2.3974022    0.0000002    0.0000000 
27       2.4401043    1.6592561    0.2589718   -2.9366289    0.0000002    0.0000001 
28       0.0000002    0.0000004    0.0000003   -0.0000002    1.0118636   -0.0000000 
29       0.0000000    0.0000000    0.0000000   -0.0000000   -0.0000000    1.0118637 
30       2.1409258    3.8426190    2.7935417   -1.5743856    0.0000002    0.0000000 
31       2.4694210    2.3214645    0.5777595   -0.8782971    0.0000002    0.0000001 
32       0.0000001    0.0000004    0.0000003   -0.0000001    1.0240891   -0.0000000 
33       0.0000000    0.0000001    0.0000000   -0.0000000   -0.0000000    1.0240891 
34       1.2830754    2.6738970    2.7827057   -0.5577642    0.0000001    0.0000000 
35       0.8842875    1.3182799    0.7322042   -0.0161727    0.0000001    0.0000000 
36       0.0000000    0.0000001    0.0000002   -0.0000000    0.3459036   -0.0000000 
37       0.0000000    0.0000000    0.0000000   -0.0000000   -0.0000000    0.3459036 
38       2.9099581    2.8591401    1.6189117   -3.2775046    0.0000002    0.0000001 
39       0.0000002    0.0000002    0.0000001   -0.0000003    1.8270523   -0.0000000 
40       0.0000001    0.0000001    0.0000000   -0.0000001   -0.0000000    1.8270524 
41       0.8479440    2.4095977    1.6018449   -0.9527089   -0.0000722    0.0003626 
42      -0.0000000   -0.0000001   -0.0000000    0.0000000    0.0006281    0.0001253 
43       0.8479441    2.4095977    1.6018449   -0.9527089    0.0000724   -0.0003626 
                 7            8            9           10           11           12 
1        0.1490833    0.8990337    0.9197643    0.1339531   -0.0076783    0.1168457 
2        0.8990321    2.1490285    2.0247585    0.5251649   -0.0381073    0.5799007 
3        0.9197624    2.0247570    2.3544158    0.2130243   -0.0235658    0.3586151 
4       -0.1550511   -0.7229685   -0.4098432   -0.1318818    0.0080614   -0.1226747 
5        0.0057219    0.0197649    0.0053146    0.0059790    0.0165002    0.0047762 
6       -0.0870734   -0.3007712   -0.0808741   -0.0909850    0.0047762   -0.0558672 
7        4.8655446    3.1327893    1.2718402    0.3832602   -0.0710833    1.0817168 
8        3.1327893    4.2432022    2.5737157    0.3177755   -0.0589378    0.8968922 
9        1.2718402    2.5737157    2.6999897    0.1312252   -0.0243383    0.3703710 
10       0.3832602    0.3177755    0.1312252    4.7114132   -0.0133273    0.2028102 
11      -0.0710833   -0.0589378   -0.0243383   -0.0133273    4.6420279   -0.0376152 
12       1.0817168    0.8968922    0.3703710    0.2028102   -0.0376152    5.2119692 
13       0.1490838    0.8990379    0.9197685    0.0105478    0.0648676    0.1653375 
14       0.8990329    2.1490324    2.0247626    0.0988951    0.2124821    0.7474013 
15       0.9197625    2.0247579    2.3544170    0.0984049    0.0438149    0.4036541 
16       0.0105499    0.0989055    0.0984112    0.0177170    0.0029086    0.0087888 
17      -0.0916297   -0.4633899   -0.2934731   -0.0051980   -0.0255994   -0.1026722 
18      -0.1521458   -0.6237245   -0.2805912   -0.0076573   -0.0767418   -0.1633672 
19       0.1490779    0.8990187    0.9197579    0.0105473   -0.0859430    0.1554199 
20       0.8990197    2.1490103    2.0247503    0.0988935   -0.3084598    0.7131581 
21       0.9197591    2.0247512    2.3544115    0.0984046   -0.0962616    0.3944480 
22       0.0105493    0.0989020    0.0984086    0.0177159   -0.0040335    0.0083320 
23       0.1107474    0.5410178    0.3276649    0.0061550   -0.0512334    0.1174672 
24      -0.1388399   -0.5577084   -0.2397705   -0.0069108    0.0915382   -0.1377231 
25       0.4675039    1.2698928    0.6990132    0.2203636   -0.0408710    0.6219559 
26       1.9646357    3.5078494    2.1546694    0.7991116   -0.1482117    2.2554188 
27      -0.8133458   -0.5530733   -0.0863222    0.5731529    0.0813660   -1.2381902 
